2024-06-06 00:00:00,Infinity
2024-06-06 00:01:00,0.000000
2024-06-06 00:02:00,0.480453
2024-06-06 00:03:00,1.206949
2024-06-06 00:04:00,1.921812
2024-06-06 00:05:00,2.590290
2024-06-06 00:06:00,3.210402
2024-06-06 00:07:00,3.786566
2024-06-06 00:08:00,4.324077
2024-06-06 00:09:00,4.827796
2024-06-06 00:10:00,5.301898
2024-06-06 00:11:00,5.749902
2024-06-06 00:12:00,6.174761
2024-06-06 00:13:00,6.578965
2024-06-06 00:14:00,6.964624
2024-06-06 00:15:00,7.333536
2024-06-06 00:16:00,7.687248
2024-06-06 00:17:00,8.027098
2024-06-06 00:18:00,8.354249
2024-06-06 00:19:00,8.669721
2024-06-06 00:20:00,8.974412
2024-06-06 00:21:00,9.269117
2024-06-06 00:22:00,9.554543
2024-06-06 00:23:00,9.831324
2024-06-06 00:24:00,10.100026
2024-06-06 00:25:00,10.361162
2024-06-06 00:26:00,10.615193
2024-06-06 00:27:00,10.862541
2024-06-06 00:28:00,11.103587
2024-06-06 00:29:00,11.338681
2024-06-06 00:30:00,11.568144
2024-06-06 00:31:00,11.792268
2024-06-06 00:32:00,12.011325
2024-06-06 00:33:00,12.225565
2024-06-06 00:34:00,12.435219
2024-06-06 00:35:00,12.640500
2024-06-06 00:36:00,12.841608
2024-06-06 00:37:00,13.038728
2024-06-06 00:38:00,13.232033
2024-06-06 00:39:00,13.421684
2024-06-06 00:40:00,13.607832
2024-06-06 00:41:00,13.790617
2024-06-06 00:42:00,13.970174
2024-06-06 00:43:00,14.146626
2024-06-06 00:44:00,14.320091
2024-06-06 00:45:00,14.490679
2024-06-06 00:46:00,14.658495
2024-06-06 00:47:00,14.823637
2024-06-06 00:48:00,14.986197
2024-06-06 00:49:00,15.146265
2024-06-06 00:50:00,15.303924
2024-06-06 00:51:00,15.459253
2024-06-06 00:52:00,15.612327
2024-06-06 00:53:00,15.763218
2024-06-06 00:54:00,15.911994
2024-06-06 00:55:00,16.058719
2024-06-06 00:56:00,16.203456
2024-06-06 00:57:00,16.346264
2024-06-06 00:58:00,16.487197
2024-06-06 00:59:00,16.626312
2024-06-06 01:00:00,16.763657
2024-06-06 01:01:00,16.899284
2024-06-06 01:02:00,17.033238
2024-06-06 01:03:00,17.165565
2024-06-06 01:04:00,17.296309
2024-06-06 01:05:00,17.425509
2024-06-06 01:06:00,17.553207
2024-06-06 01:07:00,17.679440
2024-06-06 01:08:00,17.804245
2024-06-06 01:09:00,17.927658
2024-06-06 01:10:00,18.049712
2024-06-06 01:11:00,18.170440
2024-06-06 01:12:00,18.289873
2024-06-06 01:13:00,18.408042
2024-06-06 01:14:00,18.524976
2024-06-06 01:15:00,18.640704
2024-06-06 01:16:00,18.755251
2024-06-06 01:17:00,18.868646
2024-06-06 01:18:00,18.980912
2024-06-06 01:19:00,19.092075
2024-06-06 01:20:00,19.202157
2024-06-06 01:21:00,19.311183
2024-06-06 01:22:00,19.419175
2024-06-06 01:23:00,19.526152
2024-06-06 01:24:00,19.632138
2024-06-06 01:25:00,19.737150
2024-06-06 01:26:00,19.841210
2024-06-06 01:27:00,19.944335
2024-06-06 01:28:00,20.046545
2024-06-06 01:29:00,20.147856
2024-06-06 01:30:00,20.248287
2024-06-06 01:31:00,20.347853
2024-06-06 01:32:00,20.446572
2024-06-06 01:33:00,20.544458
2024-06-06 01:34:00,20.641527
2024-06-06 01:35:00,20.737795
2024-06-06 01:36:00,20.833274
2024-06-06 01:37:00,20.927981
2024-06-06 01:38:00,21.021927
2024-06-06 01:39:00,21.115126
2024-06-06 01:40:00,21.207592
2024-06-06 01:41:00,21.299337
2024-06-06 01:42:00,21.390374
2024-06-06 01:43:00,21.480713
2024-06-06 01:44:00,21.570367
2024-06-06 01:45:00,21.659347
2024-06-06 01:46:00,21.747664
2024-06-06 01:47:00,21.835329
2024-06-06 01:48:00,21.922353
2024-06-06 01:49:00,22.008745
2024-06-06 01:50:00,22.094516
2024-06-06 01:51:00,22.179675
2024-06-06 01:52:00,22.264232
2024-06-06 01:53:00,22.348196
2024-06-06 01:54:00,22.431576
2024-06-06 01:55:00,22.514381
2024-06-06 01:56:00,22.596620
2024-06-06 01:57:00,22.678301
2024-06-06 01:58:00,22.759432
2024-06-06 01:59:00,22.840021
2024-06-06 02:00:00,22.920077
2024-06-06 02:01:00,22.999607
2024-06-06 02:02:00,23.078618
2024-06-06 02:03:00,23.157118
2024-06-06 02:04:00,23.235114
2024-06-06 02:05:00,23.312614
2024-06-06 02:06:00,23.389623
