2024-06-06 00:00:00,1.000000
2024-06-06 00:01:00,2.000000
2024-06-06 00:02:00,4.000000
2024-06-06 00:03:00,8.000000
2024-06-06 00:04:00,16.000000
2024-06-06 00:05:00,32.000000
2024-06-06 00:06:00,64.000000
2024-06-06 00:07:00,128.000000
2024-06-06 00:08:00,256.000000
2024-06-06 00:09:00,512.000000
2024-06-06 00:10:00,1024.000000
2024-06-06 00:11:00,2048.000000
2024-06-06 00:12:00,4096.000000
2024-06-06 00:13:00,8192.000000
2024-06-06 00:14:00,16384.000000
2024-06-06 00:15:00,32768.000000
2024-06-06 00:16:00,65536.000000
2024-06-06 00:17:00,131072.000000
2024-06-06 00:18:00,262144.000000
2024-06-06 00:19:00,524288.000000
2024-06-06 00:20:00,1048576.000000
2024-06-06 00:21:00,2097152.000000
2024-06-06 00:22:00,4194304.000000
2024-06-06 00:23:00,8388608.000000
2024-06-06 00:24:00,16777216.000000
2024-06-06 00:25:00,33554432.000000
2024-06-06 00:26:00,67108864.000000
2024-06-06 00:27:00,134217728.000000
2024-06-06 00:28:00,268435456.000000
2024-06-06 00:29:00,536870912.000000
2024-06-06 00:30:00,1073741824.000000
2024-06-06 00:31:00,2147483648.000000
2024-06-06 00:32:00,4294967296.000000
2024-06-06 00:33:00,8589934592.000000
2024-06-06 00:34:00,17179869184.000000
2024-06-06 00:35:00,34359738368.000000
2024-06-06 00:36:00,68719476736.000000
2024-06-06 00:37:00,137438953472.000000
2024-06-06 00:38:00,274877906944.000000
2024-06-06 00:39:00,549755813888.000000
2024-06-06 00:40:00,1099511627776.000000
2024-06-06 00:41:00,2199023255552.000000
2024-06-06 00:42:00,4398046511104.000000
2024-06-06 00:43:00,8796093022208.000000
2024-06-06 00:44:00,17592186044416.000000
2024-06-06 00:45:00,35184372088832.000000
2024-06-06 00:46:00,70368744177664.000000
2024-06-06 00:47:00,140737488355328.000000
2024-06-06 00:48:00,281474976710656.000000
2024-06-06 00:49:00,562949953421312.000000
2024-06-06 00:50:00,1125899906842624.000000
2024-06-06 00:51:00,2251799813685248.000000
2024-06-06 00:52:00,4503599627370496.000000
2024-06-06 00:53:00,9007199254740992.000000
2024-06-06 00:54:00,18014398509481984.000000
2024-06-06 00:55:00,36028797018963970.000000
2024-06-06 00:56:00,72057594037927940.000000
2024-06-06 00:57:00,144115188075855870.000000
2024-06-06 00:58:00,288230376151711740.000000
2024-06-06 00:59:00,576460752303423500.000000
2024-06-06 01:00:00,1152921504606847000.000000
2024-06-06 01:01:00,2305843009213694000.000000
2024-06-06 01:02:00,4611686018427388000.000000
2024-06-06 01:03:00,9223372036854776000.000000
2024-06-06 01:04:00,18446744073709552000.000000
2024-06-06 01:05:00,36893488147419103000.000000
2024-06-06 01:06:00,73786976294838210000.000000
2024-06-06 01:07:00,147573952589676410000.000000
2024-06-06 01:08:00,295147905179352830000.000000
2024-06-06 01:09:00,590295810358705700000.000000
2024-06-06 01:10:00,1180591620717411300000.000000
2024-06-06 01:11:00,2361183241434822600000.000000
2024-06-06 01:12:00,4722366482869645000000.000000
2024-06-06 01:13:00,9444732965739290000000.000000
2024-06-06 01:14:00,18889465931478580000000.000000
2024-06-06 01:15:00,37778931862957160000000.000000
2024-06-06 01:16:00,75557863725914320000000.000000
2024-06-06 01:17:00,151115727451828650000000.000000
2024-06-06 01:18:00,302231454903657300000000.000000
2024-06-06 01:19:00,604462909807314600000000.000000
2024-06-06 01:20:00,1208925819614629200000000.000000
2024-06-06 01:21:00,2417851639229258300000000.000000
2024-06-06 01:22:00,4835703278458517000000000.000000
2024-06-06 01:23:00,9671406556917033000000000.000000
2024-06-06 01:24:00,19342813113834067000000000.000000
2024-06-06 01:25:00,38685626227668134000000000.000000
2024-06-06 01:26:00,77371252455336270000000000.000000
2024-06-06 01:27:00,154742504910672530000000000.000000
2024-06-06 01:28:00,309485009821345100000000000.000000
2024-06-06 01:29:00,618970019642690200000000000.000000
2024-06-06 01:30:00,1237940039285380300000000000.000000
2024-06-06 01:31:00,2475880078570760500000000000.000000
2024-06-06 01:32:00,4951760157141521000000000000.000000
2024-06-06 01:33:00,9903520314283042000000000000.000000
2024-06-06 01:34:00,19807040628566084000000000000.000000
2024-06-06 01:35:00,39614081257132170000000000000.000000
